,H.ì`ï[î‘çÜ,H.èWåvëŒè€âcã∆îNåéì˙,H.ójì˙,H.ì`ï[î≠çsì˙,H.ì`ï[èàóùì˙,H.ÉeÅ[ÉuÉãî‘çÜ,H.ãqêîÅiçáåvÅj,H.ãqêîÅiíjÅj,H.ãqêîÅièóÅj,H.ëçè§ïiêî,H.ì`ï[ã‡äz,H.ì`ï[ê≈äz,C.ãqëw
858,No:201900300001231,2018/6/17,ì˙,2018/6/17 21:08,2018/6/17 22:45,000000010:ÉeÅ[ÉuÉã1,2,2,0,10,5040,370,ìoò^Ç»Çµ
859,No:201900300001232,2018/6/18,åé,2018/6/18 19:08,2018/6/18 21:17,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,34,18283,1343,ìoò^Ç»Çµ
860,No:201900300001233,2018/6/18,åé,2018/6/18 19:48,2018/6/18 21:54,000000018:å@ÇËÇ≤ÇΩÇ¬6,7,5,2,7,28000,2072,ìoò^Ç»Çµ
861,No:201900300001234,2018/6/18,åé,2018/6/18 20:55,2018/6/18 22:14,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,11,6930,510,ìoò^Ç»Çµ
862,No:201900300001235,2018/6/18,åé,2018/6/18 21:24,2018/6/18 23:32,000000017:å@ÇËÇ≤ÇΩÇ¬5,12,10,2,69,36276,2666,ìoò^Ç»Çµ
863,No:201900300001236,2018/6/19,âŒ,2018/6/19 17:55,2018/6/19 20:25,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,20,13892,1022,ìoò^Ç»Çµ
864,No:201900300001237,2018/6/19,âŒ,2018/6/19 18:04,2018/6/19 20:23,000000014:å@ÇËÇ≤ÇΩÇ¬2,3,3,0,16,8979,659,ìoò^Ç»Çµ
865,No:201900300001238,2018/6/19,âŒ,2018/6/19 18:21,2018/6/19 19:45,000000012:ÉeÅ[ÉuÉã3,3,2,1,17,10697,787,ìoò^Ç»Çµ
866,No:201900300001239,2018/6/19,âŒ,2018/6/19 18:38,2018/6/19 20:42,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,12,11217,827,ìoò^Ç»Çµ
867,No:201900300001240,2018/6/19,âŒ,2018/6/19 18:44,2018/6/19 21:06,000000010:ÉeÅ[ÉuÉã1,3,3,0,24,13954,1024,ìoò^Ç»Çµ
868,No:201900300001241,2018/6/19,âŒ,2018/6/19 19:03,2018/6/19 19:35,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,8,4738,348,ìoò^Ç»Çµ
869,No:201900300001242,2018/6/19,âŒ,2018/6/19 20:54,2018/6/19 22:17,000000017:å@ÇËÇ≤ÇΩÇ¬5,12,12,0,12,54000,3996,ìoò^Ç»Çµ
870,No:201900300001243,2018/6/20,êÖ,2018/6/20 19:19,2018/6/20 21:30,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,3,0,21,13006,956,ìoò^Ç»Çµ
871,No:201900300001244,2018/6/20,êÖ,2018/6/20 19:52,2018/6/20 22:44,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,13,7870,580,ìoò^Ç»Çµ
872,No:201900300001245,2018/6/20,êÖ,2018/6/20 20:39,2018/6/20 23:04,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,3,0,27,20629,1519,ìoò^Ç»Çµ
873,No:201900300001246,2018/6/21,ñÿ,2018/6/21 17:51,2018/6/21 20:06,000000010:ÉeÅ[ÉuÉã1,2,2,0,17,10891,801,ìoò^Ç»Çµ
874,No:201900300001247,2018/6/21,ñÿ,2018/6/21 18:03,2018/6/21 19:30,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,1,1,13,8505,625,ìoò^Ç»Çµ
875,No:201900300001248,2018/6/21,ñÿ,2018/6/21 18:07,2018/6/21 20:02,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,11,7632,562,ìoò^Ç»Çµ
876,No:201900300001249,2018/6/21,ñÿ,2018/6/21 18:12,2018/6/21 22:25,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,34,20716,1522,ìoò^Ç»Çµ
877,No:201900300001250,2018/6/21,ñÿ,2018/6/21 18:20,2018/6/21 19:23,000000012:ÉeÅ[ÉuÉã3,3,3,0,17,9842,722,ìoò^Ç»Çµ
878,No:201900300001251,2018/6/21,ñÿ,2018/6/21 18:57,2018/6/21 19:37,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,4,2504,184,ìoò^Ç»Çµ
879,No:201900300001252,2018/6/21,ñÿ,2018/6/21 19:24,2018/6/21 19:25,000000012:ÉeÅ[ÉuÉã3,1,1,0,1,842,62,ìoò^Ç»Çµ
880,No:201900300001253,2018/6/21,ñÿ,2018/6/21 19:39,2018/6/21 21:38,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,41,25212,1852,ìoò^Ç»Çµ
881,No:201900300001254,2018/6/21,ñÿ,2018/6/21 19:57,2018/6/21 22:43,000000018:å@ÇËÇ≤ÇΩÇ¬6,7,7,0,7,28000,2072,ìoò^Ç»Çµ
882,No:201900300001255,2018/6/21,ñÿ,2018/6/21 20:07,2018/6/21 21:29,000000012:ÉeÅ[ÉuÉã3,3,3,0,14,8788,648,ìoò^Ç»Çµ
883,No:201900300001256,2018/6/21,ñÿ,2018/6/21 21:46,2018/6/21 22:01,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,0,0,0,ìoò^Ç»Çµ
884,No:201900300001257,2018/6/22,ã‡,2018/6/22 18:29,2018/6/22 20:36,000000017:å@ÇËÇ≤ÇΩÇ¬5,20,10,10,47,113167,8367,ìoò^Ç»Çµ
885,No:201900300001258,2018/6/22,ã‡,2018/6/22 18:34,2018/6/22 22:40,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,30,17665,1301,ìoò^Ç»Çµ
886,No:201900300001259,2018/6/22,ã‡,2018/6/22 19:02,2018/6/22 21:15,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,0,2,9,4738,348,ìoò^Ç»Çµ
887,No:201900300001260,2018/6/22,ã‡,2018/6/22 19:07,2018/6/22 21:03,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,4,0,37,22091,1621,ìoò^Ç»Çµ
888,No:201900300001261,2018/6/22,ã‡,2018/6/22 19:07,2018/6/22 21:11,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,3,0,11,10429,769,ìoò^Ç»Çµ
889,No:201900300001262,2018/6/22,ã‡,2018/6/22 19:24,2018/6/22 20:31,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,11,6799,499,ìoò^Ç»Çµ
890,No:201900300001263,2018/6/22,ã‡,2018/6/22 19:41,2018/6/22 21:24,000000008:ÉJÉEÉìÉ^Å[8,2,1,1,11,7016,516,ìoò^Ç»Çµ
891,No:201900300001264,2018/6/22,ã‡,2018/6/22 19:42,2018/6/22 23:20,000000010:ÉeÅ[ÉuÉã1,8,4,4,63,36422,2672,ìoò^Ç»Çµ
892,No:201900300001265,2018/6/22,ã‡,2018/6/22 20:11,2018/6/22 22:29,000000013:å@ÇËÇ≤ÇΩÇ¬1,3,1,2,30,20695,1525,ìoò^Ç»Çµ
893,No:201900300001266,2018/6/22,ã‡,2018/6/22 21:07,2018/6/22 21:48,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,12,6713,493,ìoò^Ç»Çµ
894,No:201900300001267,2018/6/22,ã‡,2018/6/22 21:31,2018/6/22 23:37,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,3,0,21,11990,880,ìoò^Ç»Çµ
895,No:201900300001268,2018/6/23,ìy,2018/6/23 17:00,2018/6/23 18:22,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,0,3,12,7155,525,ìoò^Ç»Çµ
896,No:201900300001269,2018/6/23,ìy,2018/6/23 18:03,2018/6/23 19:09,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,7,4522,332,ìoò^Ç»Çµ
897,No:201900300001270,2018/6/23,ìy,2018/6/23 18:05,2018/6/23 18:42,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,2,2,16,8915,655,ìoò^Ç»Çµ
898,No:201900300001271,2018/6/23,ìy,2018/6/23 18:11,2018/6/23 19:09,000000012:ÉeÅ[ÉuÉã3,4,2,2,12,6951,511,ìoò^Ç»Çµ
899,No:201900300001272,2018/6/23,ìy,2018/6/23 18:23,2018/6/23 21:28,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,3,3,44,29454,2164,ìoò^Ç»Çµ
900,No:201900300001273,2018/6/23,ìy,2018/6/23 18:32,2018/6/23 20:40,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,3,0,19,13688,1008,ìoò^Ç»Çµ
901,No:201900300001274,2018/6/23,ìy,2018/6/23 18:37,2018/6/23 20:49,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,10,5818,428,ìoò^Ç»Çµ
902,No:201900300001275,2018/6/23,ìy,2018/6/23 18:38,2018/6/23 19:31,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,0,3,9,5569,409,ìoò^Ç»Çµ
903,No:201900300001276,2018/6/23,ìy,2018/6/23 18:47,2018/6/23 20:54,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,17,10361,761,ìoò^Ç»Çµ
904,No:201900300001277,2018/6/23,ìy,2018/6/23 18:55,2018/6/23 20:45,000000018:å@ÇËÇ≤ÇΩÇ¬6,7,3,4,7,28000,2072,ìoò^Ç»Çµ
905,No:201900300001278,2018/6/23,ìy,2018/6/23 18:57,2018/6/23 20:01,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,0,5,23,13544,994,ìoò^Ç»Çµ
906,No:201900300001279,2018/6/23,ìy,2018/6/23 19:06,2018/6/23 21:19,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,15,10072,742,ìoò^Ç»Çµ
907,No:201900300001280,2018/6/23,ìy,2018/6/23 19:22,2018/6/23 21:00,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,13,10720,790,ìoò^Ç»Çµ
908,No:201900300001281,2018/6/23,ìy,2018/6/23 19:23,2018/6/23 21:32,000000013:å@ÇËÇ≤ÇΩÇ¬1,5,4,1,30,21395,1575,ìoò^Ç»Çµ
909,No:201900300001282,2018/6/23,ìy,2018/6/23 19:36,2018/6/23 20:27,000000002:ÉJÉEÉìÉ^Å[2,2,2,0,11,6843,503,ìoò^Ç»Çµ
910,No:201900300001283,2018/6/23,ìy,2018/6/23 19:38,2018/6/23 20:42,000000010:ÉeÅ[ÉuÉã1,2,1,1,13,7997,587,ìoò^Ç»Çµ
911,No:201900300001284,2018/6/23,ìy,2018/6/23 20:08,2018/6/23 23:27,000000017:å@ÇËÇ≤ÇΩÇ¬5,2,1,1,16,12068,888,ìoò^Ç»Çµ
912,No:201900300001285,2018/6/23,ìy,2018/6/23 20:32,2018/6/23 21:54,000000015:å@ÇËÇ≤ÇΩÇ¬3,12,1,11,41,20484,1504,ìoò^Ç»Çµ
913,No:201900300001286,2018/6/23,ìy,2018/6/23 21:10,2018/6/23 23:07,000000012:ÉeÅ[ÉuÉã3,6,5,1,33,19159,1409,ìoò^Ç»Çµ
914,No:201900300001287,2018/6/24,ì˙,2018/6/24 17:58,2018/6/24 20:12,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,2,1,20,12509,919,ìoò^Ç»Çµ
915,No:201900300001288,2018/6/24,ì˙,2018/6/24 19:40,2018/6/24 21:27,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,24,15649,1149,ìoò^Ç»Çµ
916,No:201900300001289,2018/6/25,åé,2018/6/25 18:37,2018/6/25 19:38,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,3,0,22,14981,1101,ìoò^Ç»Çµ
917,No:201900300001290,2018/6/25,åé,2018/6/25 18:56,2018/6/25 20:44,000000012:ÉeÅ[ÉuÉã3,2,2,0,19,11160,820,ìoò^Ç»Çµ
918,No:201900300001291,2018/6/26,âŒ,2018/6/26 18:09,2018/6/26 19:53,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,31,16457,1207,ìoò^Ç»Çµ
919,No:201900300001292,2018/6/26,âŒ,2018/6/26 18:55,2018/6/26 20:21,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,16,10221,751,ìoò^Ç»Çµ
920,No:201900300001293,2018/6/26,âŒ,2018/6/26 19:07,2018/6/26 21:37,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,0,3,17,11843,873,ìoò^Ç»Çµ
921,No:201900300001294,2018/6/26,âŒ,2018/6/26 19:19,2018/6/26 22:08,000000012:ÉeÅ[ÉuÉã3,3,3,0,25,14841,1091,ìoò^Ç»Çµ
922,No:201900300001295,2018/6/26,âŒ,2018/6/26 20:11,2018/6/26 20:52,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,10,5990,440,ìoò^Ç»Çµ
923,No:201900300001296,2018/6/26,âŒ,2018/6/26 20:40,2018/6/26 22:00,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,5,4123,303,ìoò^Ç»Çµ
924,No:201900300001297,2018/6/26,âŒ,2018/6/26 21:38,2018/6/26 22:15,000000007:ÉJÉEÉìÉ^Å[7,2,2,0,8,4123,303,ìoò^Ç»Çµ
925,No:201900300001298,2018/6/26,âŒ,2018/6/26 21:45,2018/6/26 22:30,000000010:ÉeÅ[ÉuÉã1,2,1,1,8,5267,387,ìoò^Ç»Çµ
926,No:201900300001299,2018/6/27,êÖ,2018/6/27 19:32,2018/6/27 20:32,000000015:å@ÇËÇ≤ÇΩÇ¬3,3,3,0,12,8983,663,ìoò^Ç»Çµ
927,No:201900300001300,2018/6/27,êÖ,2018/6/27 19:58,2018/6/27 22:02,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,8,4684,344,ìoò^Ç»Çµ
928,No:201900300001301,2018/6/27,êÖ,2018/6/27 20:01,2018/6/27 22:07,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,1,1,12,11076,816,ìoò^Ç»Çµ
929,No:201900300001302,2018/6/28,ñÿ,2018/6/28 18:07,2018/6/28 19:55,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,1,1,12,8863,653,ìoò^Ç»Çµ
930,No:201900300001303,2018/6/28,ñÿ,2018/6/28 18:13,2018/6/28 21:09,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,19,11897,877,ìoò^Ç»Çµ
931,No:201900300001304,2018/6/28,ñÿ,2018/6/28 18:20,2018/6/28 19:41,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,26,18102,1332,ìoò^Ç»Çµ
932,No:201900300001305,2018/6/28,ñÿ,2018/6/28 18:30,2018/6/28 21:33,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,4,0,37,21901,1611,ìoò^Ç»Çµ
933,No:201900300001306,2018/6/28,ñÿ,2018/6/28 18:46,2018/6/28 22:19,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,18,11722,862,ìoò^Ç»Çµ
934,No:201900300001307,2018/6/28,ñÿ,2018/6/28 18:49,2018/6/28 20:51,000000019:å@ÇËÇ≤ÇΩÇ¬7,2,2,0,10,4955,365,ìoò^Ç»Çµ
935,No:201900300001308,2018/6/28,ñÿ,2018/6/28 19:11,2018/6/28 20:51,000000012:ÉeÅ[ÉuÉã3,3,3,0,14,9650,710,ìoò^Ç»Çµ
936,No:201900300001309,2018/6/28,ñÿ,2018/6/28 19:11,2018/6/28 22:15,000000010:ÉeÅ[ÉuÉã1,3,3,0,21,18168,1338,ìoò^Ç»Çµ
937,No:201900300001310,2018/6/28,ñÿ,2018/6/28 20:25,2018/6/28 21:03,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,10,6293,463,ìoò^Ç»Çµ
938,No:201900300001311,2018/6/28,ñÿ,2018/6/28 20:30,2018/6/28 21:05,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,10,5958,438,ìoò^Ç»Çµ
939,No:201900300001312,2018/6/29,ã‡,2018/6/29 17:53,2018/6/29 20:01,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,16,9500,700,ìoò^Ç»Çµ
940,No:201900300001313,2018/6/29,ã‡,2018/6/29 18:39,2018/6/29 22:19,000000009:ÉJÉEÉìÉ^Å[9,3,0,3,19,10997,807,ìoò^Ç»Çµ
941,No:201900300001314,2018/6/29,ã‡,2018/6/29 18:42,2018/6/29 19:46,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,14,7748,568,ìoò^Ç»Çµ
942,No:201900300001315,2018/6/29,ã‡,2018/6/29 18:48,2018/6/29 20:59,000000020:å@ÇËÇ≤ÇΩÇ¬8,10,10,0,53,29290,2150,ìoò^Ç»Çµ
943,No:201900300001316,2018/6/29,ã‡,2018/6/29 19:03,2018/6/29 20:48,000000017:å@ÇËÇ≤ÇΩÇ¬5,8,8,0,15,33504,2476,ìoò^Ç»Çµ
944,No:201900300001317,2018/6/29,ã‡,2018/6/29 19:08,2018/6/29 21:12,000000011:ÉeÅ[ÉuÉã2,5,5,0,33,20379,1499,ìoò^Ç»Çµ
945,No:201900300001318,2018/6/29,ã‡,2018/6/29 19:31,2018/6/29 21:56,000000002:ÉJÉEÉìÉ^Å[2,2,1,1,10,6886,506,ìoò^Ç»Çµ
946,No:201900300001319,2018/6/29,ã‡,2018/6/29 19:40,2018/6/29 21:52,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,4,0,29,18163,1335,ìoò^Ç»Çµ
947,No:201900300001320,2018/6/29,ã‡,2018/6/29 19:47,2018/6/29 21:22,000000010:ÉeÅ[ÉuÉã1,2,2,0,11,8085,595,ìoò^Ç»Çµ
948,No:201900300001321,2018/6/29,ã‡,2018/6/29 20:31,2018/6/29 22:25,000000004:ÉJÉEÉìÉ^Å[4,2,0,2,8,4263,313,ìoò^Ç»Çµ
949,No:201900300001322,2018/6/29,ã‡,2018/6/29 20:42,2018/6/29 22:12,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,3,0,10,5591,411,ìoò^Ç»Çµ
950,No:201900300001323,2018/6/29,ã‡,2018/6/29 21:02,2018/6/29 23:04,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,4,0,33,20917,1537,ìoò^Ç»Çµ
951,No:201900300001324,2018/6/29,ã‡,2018/6/29 21:15,2018/6/29 22:57,000000015:å@ÇËÇ≤ÇΩÇ¬3,7,5,2,7,28000,2072,ìoò^Ç»Çµ
952,No:201900300001325,2018/6/29,ã‡,2018/6/29 22:07,2018/6/30 0:07,000000012:ÉeÅ[ÉuÉã3,3,3,0,11,5687,417,ìoò^Ç»Çµ
953,No:201900300001326,2018/6/29,ã‡,2018/6/29 22:35,2018/6/29 23:40,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,13,7675,565,ìoò^Ç»Çµ
954,No:201900300001327,2018/6/30,ìy,2018/6/30 17:14,2018/6/30 17:54,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,9,5029,369,ìoò^Ç»Çµ
955,No:201900300001328,2018/6/30,ìy,2018/6/30 17:18,2018/6/30 19:14,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,3,3,28,16199,1189,ìoò^Ç»Çµ
956,No:201900300001329,2018/6/30,ìy,2018/6/30 17:43,2018/6/30 19:59,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,2,1,19,12003,883,ìoò^Ç»Çµ
957,No:201900300001330,2018/6/30,ìy,2018/6/30 17:58,2018/6/30 20:37,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,13,8159,599,ìoò^Ç»Çµ
958,No:201900300001331,2018/6/30,ìy,2018/6/30 18:04,2018/6/30 20:28,000000012:ÉeÅ[ÉuÉã3,3,3,0,22,15359,1129,ìoò^Ç»Çµ
959,No:201900300001332,2018/6/30,ìy,2018/6/30 18:20,2018/6/30 20:09,000000010:ÉeÅ[ÉuÉã1,3,1,2,17,10739,789,ìoò^Ç»Çµ
960,No:201900300001333,2018/6/30,ìy,2018/6/30 18:29,2018/6/30 19:29,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,2,1,15,8213,603,ìoò^Ç»Çµ
961,No:201900300001334,2018/6/30,ìy,2018/6/30 18:51,2018/6/30 20:02,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,11,6162,452,ìoò^Ç»Çµ
962,No:201900300001335,2018/6/30,ìy,2018/6/30 18:56,2018/6/30 23:09,000000016:å@ÇËÇ≤ÇΩÇ¬4,7,7,0,40,24575,1805,ìoò^Ç»Çµ
963,No:201900300001336,2018/6/30,ìy,2018/6/30 19:30,2018/6/30 22:47,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,4,0,22,17617,1297,ìoò^Ç»Çµ
964,No:201900300001337,2018/6/30,ìy,2018/6/30 19:36,2018/6/30 21:14,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,10,6454,474,ìoò^Ç»Çµ
965,No:201900300001338,2018/6/30,ìy,2018/6/30 19:39,2018/6/30 21:15,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,28,14363,1053,ìoò^Ç»Çµ
966,No:201900300001339,2018/6/30,ìy,2018/6/30 19:58,2018/6/30 20:45,000000006:ÉJÉEÉìÉ^Å[6,2,2,0,9,6153,453,ìoò^Ç»Çµ
967,No:201900300001340,2018/6/30,ìy,2018/6/30 20:14,2018/6/30 22:24,000000020:å@ÇËÇ≤ÇΩÇ¬8,12,6,6,36,39399,2909,ìoò^Ç»Çµ
968,No:201900300001341,2018/6/30,ìy,2018/6/30 20:30,2018/6/30 23:08,000000011:ÉeÅ[ÉuÉã2,2,2,0,15,9229,679,ìoò^Ç»Çµ
969,No:201900300001342,2018/6/30,ìy,2018/6/30 20:39,2018/6/30 23:03,000000013:å@ÇËÇ≤ÇΩÇ¬1,4,2,2,42,26576,1956,ìoò^Ç»Çµ
970,No:201900300001343,2018/6/30,ìy,2018/6/30 20:45,2018/6/30 23:11,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,10,5849,429,ìoò^Ç»Çµ
971,No:201900300001345,2018/7/1,ì˙,2018/7/1 17:27,2018/7/1 18:02,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,9,5764,424,ìoò^Ç»Çµ
